"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","24","0","0","4","0","Compiling M_Opaque_MeshEmit_Emis_Master: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithMeshParticles}"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","24","0","0","16","0","Compiling M_Trans_Sprite_SubUV_Master: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Engine/BufferVisualization/Metallic.Metallic","24","4","0","4","0","Compiling Metallic: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","0","0","55","0","Compiling CubeMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","0","0","2","0","Compiling M_Sky_Panning_Clouds2: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","0","0","315","0","Compiling DefaultMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes,bUsedWithNiagaraSprites,bUsedWithNiagaraRibbons}"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","0","0","120","0","Compiling M_UE4Man_Body: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","24","0","0","120","0","Compiling M_UE4Man_Body: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=1, Usage={bUsedWithSkeletalMesh}, StaticSwitch'PlasticOverride2-1'=True"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","0","0","4","0","Compiling M_VolumeRenderSphereTracePP: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusVR/Materials/OculusMR_WhiteMaterial.OculusMR_WhiteMaterial","24","0","0","4","0","Compiling OculusMR_WhiteMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","0","0","4","0","Compiling OculusMR_ChromaKey: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusVR/Materials/OculusMR_ChromaKey_Lit.OculusMR_ChromaKey_Lit","24","0","0","32","0","Compiling OculusMR_ChromaKey_Lit: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","0","0","2","0","Compiling OculusMR_OpaqueColoredMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","0","2","0","Compiling RemoveSurfaceMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","0","4","0","Compiling DebugMeshMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","0","0","4","0","Compiling EmissiveMeshMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","0","0","60","0","Compiling M_InvalidLightmapSettings: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithInstancedStaticMeshes}"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","0","2","0","Compiling GizmoMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","0","0","12","0","Compiling PhAT_JointLimitMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","0","0","2","0","Compiling PreviewShadowIndicatorMaterial: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","24","0","0","145","0","Compiling M_Weapon_Master_USE: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting}"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","24","0","0","145","725","Compiling M_Weapon_Master_USE: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting}, StaticSwitch'b_HasCustomPattern/Color?2-1'=True, StaticSwitch'b_UseHorizonSmoothing?2-1'=True, StaticSwitch'b_UsePatternMap?2-1'=True"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","24","0","0","145","725","Compiling M_Weapon_Master_USE: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting}, StaticSwitch'b_HasCustomPattern/Color?2-1'=False, StaticSwitch'b_UseHorizonSmoothing?2-1'=True, StaticSwitch'b_UsePatternMap?2-1'=False"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","24","0","0","145","0","Compiling M_Weapon_Master_USE: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh,bUsedWithMeshParticles,bUsedWithStaticLighting}, StaticSwitch'b_HasCustomPattern/Color?2-1'=True, StaticSwitch'b_UseHorizonSmoothing?2-1'=True, StaticSwitch'b_UsePatternMap?2-1'=False"
"/Game/MobileStarterContent/Particles/Materials/M_Burst.M_Burst","24","0","0","18","0","Compiling M_Burst: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites}"
"/Game/MobileStarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","24","0","0","12","0","Compiling M_explosion_subUV: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites}"
"/Game/MobileStarterContent/Particles/Materials/m_flare_01.m_flare_01","24","0","0","16","0","Compiling m_flare_01: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails}"
"/Game/MobileStarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","24","0","0","16","0","Compiling M_radial_ramp: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithBeamTrails}"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","0","0","96","0","Compiling M_smoke_subUV: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites}"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","0","0","55","0","Compiling M_Basic_Wall: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","24","0","0","16","0","Compiling M_Add_Sprite_SubUV_Master: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithStaticLighting}"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","24","0","0","16","0","Compiling M_Add_Sprite_Master_DepthFade: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","24","0","0","16","0","Compiling M_Add_Sprite_Master: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles}"
"/Game/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceChunksBase.M_IceChunksBase","24","0","0","16","0","Compiling M_IceChunksBase: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithStaticLighting}"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed.M_Breakables_Fort_Wall_Destroyed","24","0","0","60","0","Compiling M_Breakables_Fort_Wall_Destroyed: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithMeshParticles}"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed_Trim.M_Breakables_Fort_Wall_Destroyed_Trim","24","0","0","60","0","Compiling M_Breakables_Fort_Wall_Destroyed_Trim: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithMeshParticles}"
"/Game/InfinityBladeEffects/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_FloorStone.M_PLains_FloorStone","24","0","0","85","0","Compiling M_PLains_FloorStone: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithMeshParticles,bUsedWithStaticLighting}"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","24","0","0","12","0","Compiling M_Trans_Sprite_SubUV_Master_DepthFade: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites}"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","0","0","55","0","Compiling M_Wood_Walnut: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","24","0","0","55","0","Compiling M_TableRound: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","24","0","0","57","0","Compiling M_StatueGlass: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","24","0","0","55","0","Compiling M_Statue: Platform=GLSL_ES3_1_ANDROID, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
